"Release_Date","BA.2","BA.4","BA.5","XBB.1.5","BA.2.86","BA.2.87.1","XAK","B.1.617.2","P.1","B.1.1.7"
2023-09-16,0,0,0,0,0,0,0,0,0,0
2023-09-18,0,0,0,2,0,0,0,0,1,0
2023-09-19,0,0,0,3,0,0,0,0,0,0
2023-09-20,0,0,0,0,0,0,0,0,0,0
2023-09-21,0,0,0,0,0,0,0,0,0,0
2023-09-22,9,0,1,0,0,0,0,0,0,0
2023-09-23,2,0,0,0,0,0,0,0,0,0
2023-09-24,0,0,0,0,0,0,0,0,0,0
2023-09-25,0,0,0,1,0,0,0,0,0,0
2023-09-26,1,0,0,7,1,0,0,0,0,0
2023-09-27,4,0,0,0,0,0,0,0,0,0
2023-09-28,0,0,0,2,0,0,0,0,0,0
2023-09-29,0,0,0,0,0,0,0,0,0,1
2023-09-30,0,0,0,0,0,0,0,0,0,0
2023-10-01,0,0,0,0,0,0,0,0,0,0
2023-10-02,1,0,6,3,0,0,0,0,0,0
2023-10-03,0,0,0,4,0,0,0,0,0,0
2023-10-04,0,0,0,0,0,0,0,0,0,0
2023-10-05,0,0,0,0,0,0,0,0,0,0
2023-10-06,3,0,0,0,0,0,0,0,0,0
2023-10-07,0,0,0,0,0,0,0,0,0,0
2023-10-08,0,0,0,0,0,0,0,0,1,0
2023-10-09,0,0,0,0,0,0,0,0,0,0
2023-10-10,0,0,0,0,0,0,0,0,0,0
2023-10-11,0,0,0,1,0,0,0,0,0,0
2023-10-12,0,0,0,0,0,0,0,0,0,0
2023-10-13,5,0,0,0,0,0,0,0,0,0
2023-10-14,0,0,0,0,0,0,0,0,1,0
2023-10-15,0,0,0,0,0,0,0,0,0,0
2023-10-16,0,0,0,2,0,0,0,0,0,0
2023-10-17,1,0,0,4,1,0,0,0,0,0
2023-10-18,0,0,0,0,0,0,0,0,0,0
2023-10-19,0,0,0,2,0,0,0,0,0,0
2023-10-20,0,0,0,3,0,0,0,0,0,0
2023-10-21,4,0,0,0,0,0,0,0,0,0
2023-10-22,0,0,0,0,0,0,0,0,0,0
2023-10-23,0,0,0,6,0,0,0,0,0,0
2023-10-24,0,0,0,0,0,0,0,0,0,0
2023-10-25,0,0,0,1,0,0,0,0,0,0
2023-10-26,2,0,1,2,0,0,0,0,0,0
2023-10-27,2,0,0,1,0,0,0,0,0,0
2023-10-29,0,0,0,0,0,0,0,0,0,0
2023-10-30,0,0,0,1,0,0,0,0,0,0
2023-10-31,0,0,0,0,0,0,0,0,0,0
2023-11-01,0,0,0,0,0,0,0,0,0,0
2023-11-02,0,0,0,0,0,0,0,0,0,0
2023-11-03,3,0,0,1,3,0,0,0,0,0
2023-11-04,0,0,0,0,0,0,0,0,0,0
2023-11-06,1,0,4,4,0,0,0,0,0,0
2023-11-07,1,0,0,0,1,0,0,0,0,0
2023-11-08,0,0,0,1,0,0,0,0,0,0
2023-11-09,0,0,0,0,0,0,0,0,0,0
2023-11-10,0,0,0,0,0,0,0,0,0,0
2023-11-11,6,2,37,0,3,0,0,0,0,0
2023-11-13,0,0,0,1,0,0,0,0,0,0
2023-11-14,0,0,0,1,0,0,0,0,0,0
2023-11-15,0,0,0,3,0,0,0,0,0,0
2023-11-16,3,2,27,0,2,0,0,0,0,0
2023-11-17,0,1,2,2,0,0,0,0,0,0
2023-11-18,17,2,13,4,1,0,0,0,0,0
2023-11-20,0,0,0,1,0,0,0,0,0,0
2023-11-21,1,0,0,0,1,0,0,0,0,0
2023-11-22,2,1,2,27,2,0,0,0,1,0
2023-11-23,0,1,13,7,0,0,0,0,0,0
2023-11-24,1,1,10,1,1,0,0,0,0,0
2023-11-26,0,0,0,0,0,0,0,0,2,0
2023-11-27,0,0,0,0,0,0,0,0,0,0
2023-11-28,0,0,0,1,0,0,0,0,0,0
2023-11-29,0,0,0,1,0,0,0,0,0,0
2023-11-30,0,0,0,0,0,0,0,0,0,0
2023-12-01,1,0,0,0,0,0,0,0,0,0
2023-12-03,2,8,197,2,0,0,0,0,0,10
2023-12-04,1,0,0,0,0,0,0,0,0,0
2023-12-05,0,0,0,0,0,0,0,3,0,48
2023-12-06,17,0,0,1,1,0,0,2,0,61
2023-12-07,30,0,0,0,0,0,0,0,0,21
2023-12-08,1,0,0,0,1,0,0,0,0,0
2023-12-09,49,0,0,0,0,0,0,10,0,111
2023-12-11,0,0,0,0,0,0,0,0,0,1
2023-12-12,0,0,0,0,0,0,0,0,0,0
2023-12-13,9,1,0,0,0,0,0,0,0,0
2023-12-14,6,0,0,0,0,0,0,2,0,10
2023-12-15,8,3,18,0,0,0,0,0,0,0
2023-12-16,0,0,0,0,0,0,0,0,0,0
2023-12-18,1,0,0,1,1,0,0,0,0,0
2023-12-19,3,0,0,0,3,0,0,0,0,0
2023-12-20,0,0,0,0,0,0,0,0,0,0
2023-12-21,1,0,0,0,1,0,0,0,0,0
2023-12-22,1,0,0,0,1,0,0,0,0,0
2023-12-23,1,0,0,0,1,0,0,0,0,0
2023-12-24,0,0,0,1,0,0,0,0,0,0
2023-12-25,4,0,0,0,0,0,0,0,0,0
2023-12-26,0,0,1,2,0,0,0,0,0,0
2023-12-27,6,1,0,12,0,0,0,3,1,2
2023-12-28,1,0,0,0,0,0,0,0,0,0
2023-12-29,0,0,0,1,0,0,0,0,0,0
2023-12-30,0,0,0,0,0,0,0,0,0,0
2023-12-31,0,0,0,0,0,0,0,5,0,0
2024-01-01,0,0,0,0,0,0,0,0,0,0
2024-01-02,0,0,0,1,0,0,0,0,0,0
2024-01-03,2,0,0,0,1,0,0,0,0,0
2024-01-04,1,0,0,0,0,0,0,0,0,0
2024-01-05,1,0,0,0,1,0,0,0,0,0
2024-01-06,0,0,0,0,0,0,0,0,0,0
2024-01-07,0,0,0,0,0,0,0,0,0,0
2024-01-08,0,0,0,0,0,0,0,0,0,0
2024-01-09,3,0,0,1,3,0,0,0,0,0
2024-01-10,0,0,0,0,0,0,0,0,0,0
2024-01-11,4,0,1,0,0,0,0,0,0,0
2024-01-12,1,0,0,0,1,0,0,0,0,5
2024-01-13,1,0,0,0,1,0,0,0,0,0
2024-01-15,0,0,0,0,0,0,0,0,0,0
2024-01-16,3,0,0,0,2,0,0,0,0,0
2024-01-17,0,0,0,0,0,0,0,0,0,0
2024-01-18,1,0,0,0,1,0,0,0,0,0
2024-01-19,0,0,0,0,0,0,0,0,0,6
2024-01-20,0,0,0,0,0,0,0,0,0,0
2024-01-21,0,0,0,0,0,0,0,0,0,0
2024-01-22,0,0,0,0,0,0,0,0,0,1
2024-01-23,0,0,0,0,0,0,0,0,0,0
2024-01-24,0,0,0,1,0,0,0,0,0,0
2024-01-25,2,0,4,0,0,0,0,0,0,0
2024-01-26,1,0,0,2,0,0,0,0,0,1
2024-01-29,9,3,13,0,0,0,0,0,0,0
2024-01-30,0,0,0,0,0,0,0,0,0,0
2024-01-31,5,1,17,1,0,0,0,1,0,0
2024-02-01,6,0,1,0,0,0,0,0,0,0
2024-02-02,0,0,0,0,0,0,0,0,0,0
2024-02-03,0,0,0,0,0,0,0,0,0,0
2024-02-04,0,0,0,0,0,0,0,0,0,0
2024-02-05,0,0,0,0,0,0,0,0,0,0
2024-02-06,1,0,0,0,1,0,0,0,0,0
2024-02-07,11,0,0,8,0,0,0,0,0,1
2024-02-08,0,0,0,0,0,0,0,0,0,0
2024-02-09,0,0,0,0,0,0,0,0,0,0
2024-02-11,3,0,0,0,3,0,0,0,0,0
2024-02-12,0,0,0,0,0,0,0,0,0,0
2024-02-13,0,0,0,0,0,0,0,0,0,0
2024-02-14,0,0,0,0,0,0,0,0,0,0
2024-02-15,0,0,0,0,0,0,0,0,0,0
2024-02-16,0,0,0,0,0,0,0,0,0,0
2024-02-18,0,0,0,0,0,0,0,0,0,0
2024-02-19,0,0,0,0,0,0,0,0,0,0
2024-02-20,1,0,0,0,1,0,0,0,0,0
2024-02-21,2,0,0,0,2,0,0,0,0,0
2024-02-22,0,0,0,0,0,0,0,0,0,0
2024-02-23,1,0,0,0,1,0,0,0,0,0
2024-02-24,0,0,0,0,0,0,0,0,0,0
2024-02-26,0,0,0,0,0,0,0,0,0,0
2024-02-27,7,0,0,0,0,0,0,0,0,0
2024-02-28,0,0,1,0,0,0,0,0,0,0
2024-02-29,0,0,0,0,0,0,0,0,0,0
2024-03-01,0,0,0,0,0,0,0,0,0,0
2024-03-02,0,0,0,0,0,0,0,0,0,0
2024-03-04,1,0,0,0,0,0,0,0,0,0
2024-03-05,1,0,0,0,0,0,0,0,0,0
2024-03-06,0,0,0,0,0,0,0,0,0,0
2024-03-07,0,0,0,0,0,0,0,0,0,0
2024-03-08,0,0,0,0,0,0,0,0,0,0
2024-03-10,0,0,0,0,0,0,0,0,0,0
2024-03-11,0,0,0,0,0,0,0,0,0,0
2024-03-12,0,0,0,0,0,0,0,0,0,0
2024-03-13,4,0,0,0,0,0,0,0,0,0
2024-03-14,3,0,0,0,0,0,0,0,0,0
2024-03-15,0,0,0,0,0,0,0,0,0,0
2024-03-17,0,0,0,0,0,0,0,0,0,0
2024-03-18,0,0,0,0,0,0,0,0,0,0
2024-03-19,4,0,0,0,1,0,0,0,0,0
2024-03-20,0,0,0,0,0,0,0,0,0,0
2024-03-21,0,0,0,0,0,0,0,0,0,0
2024-03-22,3,0,0,0,0,0,0,1,0,0
